		GENOME: 1004954.6	GENOME: 520487.6	GENOME: 29461.21
FAMILY: PGF_01031090	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031092	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031093	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_01031094	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031096	FAMILY Name: FIG00450023: hypothetical protein	1	8	1
FAMILY: PGF_01031098	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031099	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031101	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031107	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031108	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_01031109	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031111	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031112	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031122	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031123	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031124	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031125	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031126	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031129	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_01031132	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031138	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031139	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031144	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031145	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031148	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031149	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031151	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031155	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031156	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031159	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031161	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031164	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031170	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031177	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_01031186	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031192	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031194	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031197	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031198	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031204	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031206	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031214	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031215	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031217	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031221	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031222	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031223	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031224	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031227	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031228	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031230	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031232	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031234	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031236	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031237	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031238	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031240	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031241	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031243	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031245	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031246	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031247	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031248	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031250	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031251	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031252	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031255	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031256	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031258	FAMILY Name: O-antigen export system permease protein Wzm	1	8	1
FAMILY: PGF_01031259	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031260	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031261	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031262	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031263	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031264	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031265	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031266	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031267	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031268	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031269	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031271	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031272	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031273	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031274	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031275	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031277	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031278	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031279	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031282	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031283	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031285	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031286	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_01031288	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031292	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_01031294	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031296	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031302	FAMILY Name: Lipoprotein of type IV secretion complex that spans outer membrane and periplasm, VirB7	1	8	1
FAMILY: PGF_01031303	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031304	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031306	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031307	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031312	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031313	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031314	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031315	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031319	FAMILY Name: Antitoxin HigA	1	8	1
FAMILY: PGF_01031320	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031321	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031333	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031334	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031339	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031343	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_01031353	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031356	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031371	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031376	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_01031377	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031378	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01031401	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031434	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031436	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031452	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_01031458	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031475	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031476	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031492	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031518	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031533	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_01031602	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031640	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031689	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031736	FAMILY Name: Predicted membrane protein	1	8	1
FAMILY: PGF_01031743	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031824	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01031851	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_01031909	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01032146	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01032236	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01032329	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01032496	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01032514	FAMILY Name: hypothetical protein	2	16	1
FAMILY: PGF_01032899	FAMILY Name: hypothetical protein	2	16	1
FAMILY: PGF_01033007	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01033031	FAMILY Name: hypothetical protein	3	24	3
FAMILY: PGF_01033088	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01033111	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_01033295	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_01033345	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_01033583	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01033585	FAMILY Name: amino acid carrier family protein	1	8	1
FAMILY: PGF_01033586	FAMILY Name: Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein, putative	1	8	1
FAMILY: PGF_01033587	FAMILY Name: Nickel-cobalt-cadmium resistance protein	1	8	1
FAMILY: PGF_01038291	FAMILY Name: Transcriptional regulator, LysR family	1	8	1
FAMILY: PGF_01041734	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01052498	FAMILY Name: 4-hydroxyphenylacetate 3-monooxygenase, reductase component (EC 1.6.8.-)	1	8	1
FAMILY: PGF_01058078	FAMILY Name: Soluble lytic murein transglycosylase (EC 3.2.1.-)	1	8	1
FAMILY: PGF_01058223	FAMILY Name: Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)	6	48	5
FAMILY: PGF_01059580	FAMILY Name: Macrolide export ATP-binding/permease protein MacB	2	16	1
FAMILY: PGF_01065911	FAMILY Name: Phosphatidylserine decarboxylase (EC 4.1.1.65)	1	8	1
FAMILY: PGF_01066253	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01067097	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01067821	FAMILY Name: Beta-ureidopropionase (EC 3.5.1.6)	1	8	1
FAMILY: PGF_01075581	FAMILY Name: Uncharacterized protein Atu0170, clustered with phosphonate utilization	1	8	1
FAMILY: PGF_01075854	FAMILY Name: FIG056164: rhomboid family serine protease	1	8	2
FAMILY: PGF_01076590	FAMILY Name: MotA/TolQ/ExbB proton channel family protein	1	8	1
FAMILY: PGF_01077980	FAMILY Name: PutR, transcriptional activator of PutA and PutP	1	8	1
FAMILY: PGF_01079016	FAMILY Name: Chromosome (plasmid) partitioning protein ParB	1	8	1
FAMILY: PGF_01084030	FAMILY Name: Outer membrane protein assembly factor YaeT	1	8	1
FAMILY: PGF_01084735	FAMILY Name: Cytochrome d ubiquinol oxidase subunit X (EC 1.10.3.-)	1	8	1
FAMILY: PGF_01090298	FAMILY Name: Acetyltransferase, GNAT family	0	NaN	0
FAMILY: PGF_01091360	FAMILY Name: Flagellin protein FlaA	1	8	1
FAMILY: PGF_01092098	FAMILY Name: Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22)	1	8	1
FAMILY: PGF_01097903	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01101526	FAMILY Name: Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage	1	8	1
FAMILY: PGF_01102287	FAMILY Name: Alkaline phosphatase (EC 3.1.3.1)	2	16	2
FAMILY: PGF_01104399	FAMILY Name: Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80)	1	8	1
FAMILY: PGF_01109741	FAMILY Name: Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)	1	8	1
FAMILY: PGF_01115747	FAMILY Name: Aldehyde dehydrogenase (EC 1.2.1.3); Probable coniferyl aldehyde dehydrogenase (EC 1.2.1.68)	1	8	1
FAMILY: PGF_01121714	FAMILY Name: Transcriptional regulator	1	8	1
FAMILY: PGF_01124177	FAMILY Name: Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	1	8	1
FAMILY: PGF_01138219	FAMILY Name: Xylose ABC transporter, periplasmic xylose-binding protein XylF	1	8	1
FAMILY: PGF_01162681	FAMILY Name: Aconitate hydratase (EC 4.2.1.3)	1	8	1
FAMILY: PGF_01171726	FAMILY Name: putative lipoprotein	1	8	1
FAMILY: PGF_01171915	FAMILY Name: HAD superfamily protein involved in N-acetyl-glucosamine catabolism	1	8	1
FAMILY: PGF_01172404	FAMILY Name: Conserved hypothetical protein, gene in Ubiquinol-cytochrome C chaperone locus	1	8	1
FAMILY: PGF_01172431	FAMILY Name: Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	1	8	1
FAMILY: PGF_01172485	FAMILY Name: Cell division protein FtsA	1	8	1
FAMILY: PGF_01173493	FAMILY Name: D-amino acid dehydrogenase (EC 1.4.99.6)	4	32	3
FAMILY: PGF_01174739	FAMILY Name: 23S rRNA (guanosine(2251)-2'-O)-methyltransferase (EC 2.1.1.185)	1	8	1
FAMILY: PGF_01174807	FAMILY Name: Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	1	8	1
FAMILY: PGF_01175575	FAMILY Name: Threonyl-tRNA synthetase (EC 6.1.1.3)	1	8	1
FAMILY: PGF_01196008	FAMILY Name: Tim44-like domain protein	1	8	1
FAMILY: PGF_01199776	FAMILY Name: Urease accessory protein UreD	1	8	2
FAMILY: PGF_01207141	FAMILY Name: Transcriptional regulator, AcrR family	5	40	5
FAMILY: PGF_01212739	FAMILY Name: Heat shock protein 60 family chaperone GroEL	1	8	1
FAMILY: PGF_01217629	FAMILY Name: Biopolymer transport protein ExbD/TolR	1	8	1
FAMILY: PGF_01220766	FAMILY Name: Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	1	8	1
FAMILY: PGF_01221876	FAMILY Name: Transglycosylase-associated protein	1	8	1
FAMILY: PGF_01223569	FAMILY Name: ATP synthase F0 sector subunit b (EC 3.6.3.14)	1	8	1
FAMILY: PGF_01225591	FAMILY Name: Nucleotidyl transferase possibly involved in threonylcarbamoyladenosine formation	1	8	1
FAMILY: PGF_01225816	FAMILY Name: L-Proline/Glycine betaine transporter ProP	1	8	1
FAMILY: PGF_01232770	FAMILY Name: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	1	8	1
FAMILY: PGF_01291803	FAMILY Name: Ribosomal large subunit pseudouridine synthase D (EC 5.4.99.23)	1	8	1
FAMILY: PGF_01291823	FAMILY Name: Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	1	8	1
FAMILY: PGF_01296193	FAMILY Name: Chromosome (plasmid) partitioning protein ParA	1	8	1
FAMILY: PGF_01313623	FAMILY Name: O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	2	16	2
FAMILY: PGF_01323228	FAMILY Name: Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	1	8	1
FAMILY: PGF_01325304	FAMILY Name: Molybdenum ABC transporter permease protein ModB	1	8	1
FAMILY: PGF_01340327	FAMILY Name: Transcriptional regulator, Xre family	1	8	1
FAMILY: PGF_01351158	FAMILY Name: Transcription-repair coupling factor	1	8	1
FAMILY: PGF_01364427	FAMILY Name: Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	1	8	1
FAMILY: PGF_01367201	FAMILY Name: HNH endonuclease family protein	1	8	1
FAMILY: PGF_01393949	FAMILY Name: Acetyl-CoA synthetase (EC 6.2.1.1)	2	16	2
FAMILY: PGF_01404160	FAMILY Name: Cystathionine beta-synthase (EC 4.2.1.22)	1	8	1
FAMILY: PGF_01404212	FAMILY Name: Uronate isomerase (EC 5.3.1.12)	1	8	1
FAMILY: PGF_01407825	FAMILY Name: D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	4	32	4
FAMILY: PGF_01408166	FAMILY Name: Lysophospholipase (EC 3.1.1.5); Monoglyceride lipase (EC 3.1.1.23)	1	8	1
FAMILY: PGF_01416568	FAMILY Name: LemA family protein	1	8	1
FAMILY: PGF_01421534	FAMILY Name: LSU ribosomal protein L25p	1	8	1
FAMILY: PGF_01421577	FAMILY Name: TPR domain protein	1	8	1
FAMILY: PGF_01423501	FAMILY Name: Transcription elongation factor GreA	1	8	1
FAMILY: PGF_01427545	FAMILY Name: Aquaporin Z	1	8	1
FAMILY: PGF_01427606	FAMILY Name: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	1	8	1
FAMILY: PGF_01435544	FAMILY Name: Phenazine biosynthesis protein PhzF like	2	16	2
FAMILY: PGF_01444546	FAMILY Name: Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)	1	8	1
FAMILY: PGF_01446257	FAMILY Name: Hydroxymethylpyrimidine ABC transporter, transmembrane component	1	8	1
FAMILY: PGF_01448031	FAMILY Name: Integration host factor alpha subunit	1	8	1
FAMILY: PGF_01448253	FAMILY Name: Nitric oxide reductase activation protein NorD	1	8	1
FAMILY: PGF_01451911	FAMILY Name: TRAP transporter solute receptor, unknown substrate 6	1	8	1
FAMILY: PGF_01454542	FAMILY Name: Domain of unknown function / Efflux ABC transporter, permease protein	1	8	1
FAMILY: PGF_01466742	FAMILY Name: Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	1	8	1
FAMILY: PGF_01466819	FAMILY Name: N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	1	8	1
FAMILY: PGF_01468040	FAMILY Name: Nucleoside ABC transporter, permease protein 1	1	8	1
FAMILY: PGF_01473615	FAMILY Name: Antibiotic biosynthesis monooxygenase	1	8	1
FAMILY: PGF_01477459	FAMILY Name: Glycine betaine/L-proline transport ATP-binding protein ProV (TC 3.A.1.12.1)	1	8	1
FAMILY: PGF_01479532	FAMILY Name: Site-specific recombinase, resolvase family	2	16	2
FAMILY: PGF_01483460	FAMILY Name: Lipopolysaccharide export system permease protein LptG	1	8	1
FAMILY: PGF_01483918	FAMILY Name: Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)	1	8	1
FAMILY: PGF_01487876	FAMILY Name: Uncharacterized membrane protein PA1577	1	8	1
FAMILY: PGF_01492612	FAMILY Name: SAM-dependent methyltransferase	1	8	1
FAMILY: PGF_01514111	FAMILY Name: NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	1	8	1
FAMILY: PGF_01515965	FAMILY Name: FIG006285: ICC-like protein phosphoesterase	1	8	1
FAMILY: PGF_01532393	FAMILY Name: Polyphosphate kinase (EC 2.7.4.1)	1	8	1
FAMILY: PGF_01553314	FAMILY Name: Sensor histidine kinase	1	8	1
FAMILY: PGF_01555249	FAMILY Name: Enoyl-CoA hydratase (EC 4.2.1.17) => degradation of branched-chain amino acids and alpha-keto acids	1	8	1
FAMILY: PGF_01555804	FAMILY Name: Flagellar basal-body rod protein FlgB	1	8	1
FAMILY: PGF_01557972	FAMILY Name: Glycosyltransferase	1	8	2
FAMILY: PGF_01558104	FAMILY Name: ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)	3	24	3
FAMILY: PGF_01580528	FAMILY Name: Mg(2+) transport ATPase, P-type (EC 3.6.3.2)	1	8	1
FAMILY: PGF_01581893	FAMILY Name: Ferredoxin reductase	1	8	1
FAMILY: PGF_01599021	FAMILY Name: Peptide deformylase (EC 3.5.1.88)	2	16	2
FAMILY: PGF_01602421	FAMILY Name: Flagellar basal-body rod modification protein FlgD	1	8	1
FAMILY: PGF_01614738	FAMILY Name: LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent	1	8	1
FAMILY: PGF_01618915	FAMILY Name: Threonylcarbamoyl-AMP synthase (EC 2.7.7.87) / SUA5 domain with internal deletion	1	8	1
FAMILY: PGF_01622427	FAMILY Name: putative membrane protein	1	8	1
FAMILY: PGF_01625234	FAMILY Name: Thioredoxin reductase (EC 1.8.1.9)	3	24	3
FAMILY: PGF_01637850	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_01667392	FAMILY Name: Xylulose kinase (EC 2.7.1.17)	1	8	1
FAMILY: PGF_01668012	FAMILY Name: Sulfur carrier protein FdhD	2	16	1
FAMILY: PGF_01668974	FAMILY Name: DNA internalization-related competence protein ComEC/Rec2	1	8	1
FAMILY: PGF_01669282	FAMILY Name: Transcriptional regulator, DeoR family	3	24	3
FAMILY: PGF_01670799	FAMILY Name: Ribosomal-protein-S5p-alanine acetyltransferase (EC 2.3.1.128)	1	8	1
FAMILY: PGF_01674551	FAMILY Name: Glycine cleavage system H protein	1	8	1
FAMILY: PGF_01682537	FAMILY Name: Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)	1	8	1
FAMILY: PGF_01682834	FAMILY Name: Bacterial ribosome SSU maturation protein RimP	1	8	1
FAMILY: PGF_01703337	FAMILY Name: 3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	1	8	1
FAMILY: PGF_01719396	FAMILY Name: Thiamin pyrophosphokinase (EC 2.7.6.2)	1	8	1
FAMILY: PGF_01727524	FAMILY Name: Ferric iron ABC transporter, ATP-binding protein	1	8	1
FAMILY: PGF_01734668	FAMILY Name: Adenylate kinase (EC 2.7.4.3)	1	8	1
FAMILY: PGF_01736391	FAMILY Name: Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)	1	8	1
FAMILY: PGF_01736730	FAMILY Name: Integral membrane protein	1	8	1
FAMILY: PGF_01739753	FAMILY Name: Zinc metalloprotease	1	8	1
FAMILY: PGF_01744781	FAMILY Name: dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	1	8	1
FAMILY: PGF_01747364	FAMILY Name: Nickel transport ATP-binding protein NikE (TC 3.A.1.5.3)	1	8	1
FAMILY: PGF_01763778	FAMILY Name: Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.241)	1	8	1
FAMILY: PGF_01775859	FAMILY Name: Inner membrane component of TAM transport system	1	8	1
FAMILY: PGF_01777142	FAMILY Name: Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	1	8	1
FAMILY: PGF_01783385	FAMILY Name: Two-component system sensor histidine kinase	1	8	1
FAMILY: PGF_01797166	FAMILY Name: Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	2	16	2
FAMILY: PGF_01808437	FAMILY Name: Choline binding ABC transport system substrate-binding protein ChoX	1	8	1
FAMILY: PGF_01808490	FAMILY Name: OpgC protein	1	8	1
FAMILY: PGF_01809599	FAMILY Name: Diaminopimelate decarboxylase and/or diaminopimelate epimerase leader peptide	1	8	1
FAMILY: PGF_01809758	FAMILY Name: ABC transporter, substrate-binding protein PA3836	1	8	1
FAMILY: PGF_01809791	FAMILY Name: putative membrane protein	1	8	1
